来源,时间,公司规模,英文名字,中文名字,公司简称,法人,成立日期,注册资本(万元）,联系人,联系人职位,职位名称,最低工资,最高工资,工资范围,招人数,工作经验 （年数）,学历要求,行业,公司经营地址,经营范围
58Job,2021-08-09,1-49人,,深圳市深思泰电子科技有限公司,深思泰,张心旺,2010-10-21,210万人民币,,,外贸业务助理,5000,10000,5000-10000元/月,招5人,经验不限,学历不限,电子技术/半导体/集成电路,龙田街道莹展工业园B3A栋2楼深思泰,一般经营项目是：温度传感器、放电探针、热敏电阻器、智能电子产品、数码产品的技术开发与销售；不锈钢夹子、五金配件的销售；线材的销售；国内贸易；货物及技术进出口。，许可经营项目是：温度传感器、放电探针、热敏电阻器、智能电子产品、数码产品、连接线的研发及生产加工；口罩、防护服、护目镜、额温枪、人脸识别测温仪的销售；数显温度计及数显温湿度计、额温枪、消毒机的生产；线材的生产。
58Job,2021-08-09,50-99人,,深圳市派尼煜精细科技有限公司,百士杰,叶秀梅,2012-06-25,100万人民币,,,外贸采购跟单-双休,6000,9000,6000-9000元/月,招2人,1-2年,高中,互联网/电子商务,深圳宝安松岗大田洋工业区华丰高新科技园六栋二楼,一般经营项目是：经营电子商务、情趣内衣、润滑油、玩具的技术开发、销售；国内贸易；从事货物及技术的进出口业务；企业管理咨询（不含人才中介服务）；（法律、行政法规或国务院决定禁止和规定在登记前须经批准的项目除外）。，许可经营项目是：性功能助复器、按摩器的技术开发、销售。
58Job,2021-08-09,100-499人,,深圳市格美奇科技有限公司,格美奇,刘荷花,2007-12-17,50万人民币,,,亚马逊运营外贸销售,6000,10000,6000-10000元/月,招3人,1-2年,大专,贸易/进出口+原材料和加工+电子技术/半导体/集成电路,南坑水库路8号工业区C栋2楼,一般经营项目是：信息咨询（不含职业介绍及其他国家禁止、限制项目）；国内商业、物资供销业（不含专营、专控、专卖商品）；货物及技术进出口（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。，许可经营项目是：电子产品、电器、数码产品、计算机硬件产品及其周边设备的生产、技术开发及销售（不含限制项目）；通信设备的生产、技术开发及销售（不含移动通信系统及终端生产项目，不含大功率无绳电话）；
58Job,2021-08-09,100-499人,,深圳金谷田科技有限公司,金谷田,李芝明,2009-12-24,1000万人民币,,,外贸销售包吃住月薪1W,8000,15000,8000-15000元/月,招2人,"1-2年,可接收应届生",大专,钢铁/机械/设备/重工,新康路15号利康宝工业园内一楼,一般经营项目是：平板打印机、多功能打印机、工业机械设备的技术研发、设计、技术咨询和技术服务；相关耗材的销售及代销服务。打印机软件的研发、销售。国内贸易，货物及技术进出口。(法律、行政法规、国务院决定规定在登记前须经批准的项目除外），许可经营项目是：平板打印机、多功能打印机、工业机械设备的加工、生产销售。
58Job,2021-08-09,1-49人,,深圳市纳特康科技有限公司,纳特康,杨秀丽,2017-01-24,50万人民币,,,会英语外贸业务员年底双薪,5000,10000,5000-10000元/月,招4人,"1-2年,可接收应届生",大专,贸易/进出口+批发/零售+耐用消费品(家具/家电等),深圳宝安沙井中心路,一般经营项目是：手机配件、数码配件、手机产品、蓝牙设备、电子元器件、电子产品、移动电源、电子设备的销售及技术开发；货物和技术进出口。（法律、行政法规或者国务院决定禁止和规定在登记前须经批准的项目除外），许可经营项目是：手机配件、数码配件、手机产品、蓝牙设备、电子元器件、电子产品、移动电源、电子设备的生产。
58Job,2021-08-09,1-49人,,深圳市桓捷新能源供应链有限公司,通联光,谭政,2014-07-04,200万人民币,,,全职销售网络销售外贸销售,,,薪资面议,招5人,"经验不限,可接收应届生",大专,互联网/电子商务+通信/电信,深圳坪山新区坪山兰金四路华瀚科技工业园3号厂房319,一般经营项目是：电子产品，安防设备，监控设备的销售；其他国内贸易，货物及技术进出口。，许可经营项目是：工业级交换机，工业级收发器，光纤收发器，光纤模块，POE设备的研发，组装，加工和销售。
58Job,2021-08-09,50-99人,,深圳市乔纳斯电子科技有限公司,乔纳斯,郭耸林,2014-09-20,100万人民币,,,外贸专员（6000包吃),5000,10000,5000-10000元/月,招6人,1年以下,高中,互联网/电子商务,深圳龙岗区龙岗区龙城街道龙平西路4号志达工业园1栋5楼,一般经营项目是：计算机系统集成；经营电子商务。，许可经营项目是：汽车车载用品、电子产品、安防监控设备及周边产品的技术开发、购销、生产与加工；
58Job,2021-08-09,50-99人,,深圳市合盛创杰科技有限公司,奥德赛创,郭正选,2006-10-25,500万人民币,,,10-15K急招外贸精英,10000,15000,10000-15000元/月,招3人,"经验不限,可接收应届生",学历不限,其他行业,深圳市宝安区沙井镇南环路华丰高新产业园11号电梯4楼,一般经营项目是：国内贸易；货物及技术进出口。（法律、行政法规、国务院决定规定在登记前须批准的项目除外），许可经营项目是：自动化检测仪器、五金配件、传感器仪表、安规仪器、传感器的生产；口罩、测温终端、二类医疗器械的销售；三类医疗器械的销售。
58Job,2021-08-09,1-49人,,深圳市盛源佳业科技有限公司,盛,陈淑玲,2009-04-20,200万人民币,,,外贸销售员+五险+高提成,10000,15000,10000-15000元/月,招30人,"经验不限,可接收应届生",大专,互联网/电子商务,深圳市福田区华强北街道华航社区中航路7号鼎诚国际大厦,一般经营项目是：电子元器件、集成电路、数码产品、计算机软硬件、通讯设备的技术开发与购销及其它国内贸易（不含专营、专控、专卖商品及限制项目）；兴办实业（具体项目另行申报）；经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。，许可经营项目是：
58Job,2021-08-09,50-99人,,深圳市乐佳福智能科技有限公司,凝联特,陈银辉,2007-05-17,100万人民币,,,外贸业务员,,,薪资面议,招2人,1-2年,大专,钢铁/机械/设备/重工,深圳市宝安区松岗街道沙浦围茅洲河工业区16栋B座,一般经营项目是：锡膏印刷机、锡膏搅拌机、接驳台、机电设备、工业设备、五金配件、机器马达配件的销售，电子机械设备零配件、电子产品制造设备、自动化设备、电子辅料、电子工具、办公设备及辅助设备、仪器仪表设备、条码系统的软硬件、安防监控全套设备的销售，国内贸易。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营），许可经营项目是：锡膏印刷机、锡膏搅拌机、接驳台的生产（凭有效许可证经营），普通货运（凭有效许可证经营）。
58Job,2021-08-09,1-49人,,深圳市安伏利科技有限公司,,蔡荣,2021-04-25,100万人民币,,,保底5K以上外贸业务员急,5000,8000,5000-8000元/月,招6人,"经验不限,可接收应届生",学历不限,其他行业,深圳市光明区马田街道薯田埔社区第四工业区埃迪蒙托工业园栋302,一般经营项目是：新能源产品、LED灯具照明、LED电源、开关电源、计算机软硬件的研发；从事广告业务；信息网络工程技术开发；多媒体视频技术开发；经营电子商务（涉及前置性行政许可的，须取得前置性行政许可文件后方可经营）；电子元器件批发；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：电子元器件制造；计算机软硬件及外围设备制造。
58Job,2021-08-09,1-49人,,深圳市福来佳科技有限公司,福来佳,徐刚,2016-08-17,100万人民币,,,高提成急聘沙井外贸业务员,4000,5000,4000-5000元/月,招5人,"3-5年,可接收应届生",大专,贸易/进出口+原材料和加工,深圳宝安沙井万安路华丰国际智造城13栋3楼东,一般经营项目是：运动相机、电子数码产品、智能电器家居、塑胶制品的销售与研发；国内贸易，货物与技术进出口。(法律、行政法规、国务院决定规定在登记前须经批准的项目除外），许可经营项目是：运动相机、电子数码产品、智能电器家居、塑胶制品的生产。
58Job,2021-08-09,50-99人,,深圳市锦德智能高新科技有限公司,锦德智能,刘明军,2010-12-27,1000万人民币,,,包食宿-外贸业务,5500,11000,5500-11000元/月,招1人,1-2年,大专,批发/零售+原材料和加工+仪器仪表/工业自动化,广东省深圳市宝安区大围四路8号,一般经营项目是：智能控制电路和工业控制系统的设计、开发、应用；智能机械、自动化设备、智能机器人、智能应用软件的研发与销售；喷墨绘图仪、裁切机、全自动多层电脑裁床、CAM硬件设备、服装计算机辅助设计CAD软件、喷墨打印输出软件、电子产品、五金产品的技术研发、销售；经济信息咨询；超声波和超声波焊接机以及耗材相关产品的进出口贸易；物业出租；国内贸易，经营进出口业务。（法律、行政法规、国务院决定规定在登记前须经批准的项目除外），许可经营项目是：智能控制电路和工业控制系统的设计、开发、应用；智能机械、自动化设备、智能机器人、智能应用软件的研发与销售；喷墨绘图仪、裁切机、全自动多层电脑裁床、CAM硬件设备、服装计算机辅助设计CAD软件、喷墨打印输出软件、电子产品、五金产品的生产；口罩机研发、生产及销售
58Job,2021-08-09,100-499人,,深圳市宝安区燕罗老日华商场,百,曾志雄,2004-12-02,450万人民币,,,外贸销售业务跟单,5000,8000,5000-8000元/月,招1人,1-2年,大专,其他行业,深圳市宝安区燕罗街道办第三工业区A5地块B2栋,一般经营项目是：电阻、光纤光缆通讯传输线、低烟无卤数据信号传输线、接插件、通讯电线连接器、低烟无卤材料的销售；电子元件、材料的销售；货物及技术进出口。，许可经营项目是：电阻、光纤光缆通讯传输线、低烟无卤数据信号传输线、接插件、通讯电线连接器、低烟无卤材料造粒加工、生产。
58Job,2021-08-09,1-49人,,深圳市鼎信商业服务有限公司,,Graeme Neil Rubenstein,2020-02-28,40万美元,,,外贸采购员,5000,8000,5000-8000元/月,招3人,"经验不限,可接收应届生",大专,贸易/进出口,深圳龙岗南湾街道老圩村大厦4栋4楼,一般经营项目是：货物或技术进出口；经营进出口业务；初级农产品批发、销售；服装、纺织品、针织品、日用百货批发、销售； 文化用品、体育用品批发、销售；建材批发、销售；机械设备、五金产品、电子产品批发、销售；首饰、工艺品（象牙及其制品除外）批发、销售；计算机软件、信息系统软件的开发、销售；信息系统设计、集成、运行维护；信息技术咨询；企业管理咨询；经济信息咨询；商务信息咨询；市场营销策划服务；企业营销策划；集成电路设计、研发。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。，许可经营项目是：
